instance_id,content_id,relative_path,event_id,review_reasons,proposal_source,template_name,expected_family,expected_p,top_family,top_p,suggestion_family,bbox_crop
file_c1e09bac0c632624,asset_83b91869426baa8c,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081708_782\crops\bbox.png,20260722_081708_782,,free_ad_template,close_26.png,free,0.999026377995809,free,0.999026377995809,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081708_782\crops\bbox.png
file_6bb4b38883bdcac4,asset_490b75ec39c7f069,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081732_623\crops\bbox.png,20260722_081732_623,,close_template,close_2.png,x_mark,0.9975641568501791,x_mark,0.9975641568501791,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081732_623\crops\bbox.png
file_ddebf61b3016dade,asset_6c931f98c36e46ed,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081737_394\crops\bbox.png,20260722_081737_394,,got_template,got2.png,got,0.9998908638954163,got,0.9998908638954163,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081737_394\crops\bbox.png
file_31478d25959a77b1,asset_83b91869426baa8c,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081743_605\crops\bbox.png,20260722_081743_605,,free_ad_template,close_26.png,free,0.999026377995809,free,0.999026377995809,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081743_605\crops\bbox.png
file_6593a1d3fdab2830,asset_90ce48e4e47a01c1,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081801_310\crops\bbox.png,20260722_081801_310,,close_template,close_2.png,x_mark,0.9954453508059183,x_mark,0.9954453508059183,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081801_310\crops\bbox.png
file_7290ff3cf7f59ce7,asset_0533535d812583ce,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081806_037\crops\bbox.png,20260722_081806_037,,got_template,got2.png,got,0.9998749097188314,got,0.9998749097188314,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081806_037\crops\bbox.png
file_66146dffa4c77406,asset_f969550042dd8a5c,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081812_095\crops\bbox.png,20260722_081812_095,,free_ad_template,close_26.png,free,0.9985783894856771,free,0.9985783894856771,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081812_095\crops\bbox.png
file_a9921203f8c33991,asset_df863dce2bb8e3e1,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081829_694\crops\bbox.png,20260722_081829_694,,close_template,close_2.png,x_mark,0.9981125593185425,x_mark,0.9981125593185425,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081829_694\crops\bbox.png
file_dee9b57211de4e5d,asset_53988202265f61fe,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081834_365\crops\bbox.png,20260722_081834_365,,got_template,got2.png,got,0.9999342362085978,got,0.9999342362085978,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081834_365\crops\bbox.png
file_857cd41c7c654d2a,asset_0f62c98e529b3d06,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081840_777\crops\bbox.png,20260722_081840_777,,free_ad_template,free_ad_3.png,free,0.9965973496437073,free,0.9965973496437073,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081840_777\crops\bbox.png
file_fa6ffc2685bbc6fa,asset_33cda637775e1835,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081858_444\crops\bbox.png,20260722_081858_444,,close_template,close_2.png,x_mark,0.9886490106582642,x_mark,0.9886490106582642,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081858_444\crops\bbox.png
file_6f6103e325a9d9cd,asset_b59b76af63110f03,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081903_144\crops\bbox.png,20260722_081903_144,,got_template,got2.png,got,0.9997329115867615,got,0.9997329115867615,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081903_144\crops\bbox.png
file_deccdcfdbb6e27a8,asset_cd28afeb00146427,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081909_549\crops\bbox.png,20260722_081909_549,,free_ad_template,free_ad_3.png,free,0.9982103109359741,free,0.9982103109359741,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081909_549\crops\bbox.png
file_2b3c6200a72b705e,asset_1bcb39cc4cf3bcf4,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081927_355\crops\bbox.png,20260722_081927_355,,close_template,close_2.png,x_mark,0.9838328758875529,x_mark,0.9838328758875529,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081927_355\crops\bbox.png
file_5759cb2a2a403cd3,asset_6f5e84ebc968d78f,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081932_063\crops\bbox.png,20260722_081932_063,,got_template,got2.png,got,0.9996963342030843,got,0.9996963342030843,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081932_063\crops\bbox.png
file_c6c03c834d4dd265,asset_cd28afeb00146427,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081938_558\crops\bbox.png,20260722_081938_558,,free_ad_template,free_ad_3.png,free,0.9982103109359741,free,0.9982103109359741,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081938_558\crops\bbox.png
file_4793b07c9c990af6,asset_507e8cbb255ddbba,vision_platform\ads\runtime_collection\click_success\click_success_20260722_081956_193\crops\bbox.png,20260722_081956_193,,close_template,close_2.png,x_mark,0.9936771790186564,x_mark,0.9936771790186564,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_081956_193\crops\bbox.png
file_12bdd10c69eb6cb6,asset_43b0bf576561cb28,vision_platform\ads\runtime_collection\click_success\click_success_20260722_082000_972\crops\bbox.png,20260722_082000_972,,got_template,got2.png,got,0.9997310042381287,got,0.9997310042381287,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_082000_972\crops\bbox.png
file_facbb0eb0268baf3,asset_d39eaaf081574a79,vision_platform\ads\runtime_collection\click_success\click_success_20260722_082248_915\crops\bbox.png,20260722_082248_915,,free_ad_template,close_26.png,free,0.9978598753611246,free,0.9978598753611246,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_082248_915\crops\bbox.png
file_f837af9b1acc80cf,asset_7186b8c12d4a83c6,vision_platform\ads\runtime_collection\click_success\click_success_20260722_082307_081\crops\bbox.png,20260722_082307_081,,got_template,got2.png,got,0.9924291173617045,got,0.9924291173617045,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_082307_081\crops\bbox.png
file_b322b3743e29a2ac,asset_fac9e420afb5975f,vision_platform\ads\runtime_collection\click_success\click_success_20260722_082312_398\crops\bbox.png,20260722_082312_398,,free_ad_template,close_26.png,free,0.9990888039271036,free,0.9990888039271036,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_082312_398\crops\bbox.png
file_b981aa72779d11c5,asset_90ce48e4e47a01c1,vision_platform\ads\runtime_collection\click_success\click_success_20260722_082330_237\crops\bbox.png,20260722_082330_237,,close_template,close_2.png,x_mark,0.9954453508059183,x_mark,0.9954453508059183,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_082330_237\crops\bbox.png
file_31a67c453927c5ba,asset_c2558d7c7bbc2629,vision_platform\ads\runtime_collection\click_success\click_success_20260722_082335_145\crops\bbox.png,20260722_082335_145,,got_template,got2.png,got,0.9994649092356364,got,0.9994649092356364,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_082335_145\crops\bbox.png
file_36815c046de8e648,asset_fac9e420afb5975f,vision_platform\ads\runtime_collection\click_success\click_success_20260722_082340_395\crops\bbox.png,20260722_082340_395,,free_ad_template,close_26.png,free,0.9990888039271036,free,0.9990888039271036,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_082340_395\crops\bbox.png
file_2b1551c2bdd3bceb,asset_dfe2e766e76863a7,vision_platform\ads\runtime_collection\click_success\click_success_20260722_082358_205\crops\bbox.png,20260722_082358_205,,close_template,close_2.png,x_mark,0.9987550377845764,x_mark,0.9987550377845764,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_082358_205\crops\bbox.png
file_aa82c2c0591133b2,asset_c36e21d6068af747,vision_platform\ads\runtime_collection\click_success\click_success_20260722_082403_167\crops\bbox.png,20260722_082403_167,,got_template,got2.png,got,0.998476505279541,got,0.998476505279541,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_082403_167\crops\bbox.png
file_d49d0a3fd446081d,asset_fac9e420afb5975f,vision_platform\ads\runtime_collection\click_success\click_success_20260722_082408_532\crops\bbox.png,20260722_082408_532,,free_ad_template,close_26.png,free,0.9990888039271036,free,0.9990888039271036,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_082408_532\crops\bbox.png
file_57f9af8535b159e9,asset_507e8cbb255ddbba,vision_platform\ads\runtime_collection\click_success\click_success_20260722_082426_248\crops\bbox.png,20260722_082426_248,,close_template,close_2.png,x_mark,0.9936771790186564,x_mark,0.9936771790186564,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_082426_248\crops\bbox.png
file_d9ac938cff72d25b,asset_50d410eaadd5d6e0,vision_platform\ads\runtime_collection\click_success\click_success_20260722_082431_209\crops\bbox.png,20260722_082431_209,,got_template,got2.png,got,0.9976906180381775,got,0.9976906180381775,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_082431_209\crops\bbox.png
file_5035ad51b16431f1,asset_83b91869426baa8c,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084541_570\crops\bbox.png,20260722_084541_570,,free_ad_template,close_26.png,free,0.999026377995809,free,0.999026377995809,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084541_570\crops\bbox.png
file_72e8540473fda821,asset_272e712ae46e3ed6,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084559_252\crops\bbox.png,20260722_084559_252,,close_template,close_2.png,x_mark,0.9798720876375834,x_mark,0.9798720876375834,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084559_252\crops\bbox.png
file_595bc2931b6aa2ab,asset_55317c8a8a0ff7df,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084603_973\crops\bbox.png,20260722_084603_973,,got_template,got2.png,got,0.999909520149231,got,0.999909520149231,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084603_973\crops\bbox.png
file_be60b5a26efb8ea8,asset_83b91869426baa8c,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084610_132\crops\bbox.png,20260722_084610_132,,free_ad_template,close_26.png,free,0.999026377995809,free,0.999026377995809,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084610_132\crops\bbox.png
