bbox_id,instance_id,content_id,original_path,relative_path,x,y,w,h,red_ratio
192,file_00512e8371693dcd,asset_6c4e9a403f6ca6a4,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_044156.png,ads2\assets\3_reference_screens\ad_issue_20260606_044156.png,24.120603015075403,63.91959798994978,31.356783919598,24.120603015075375,0.27728
220,file_039739cdd6323385,asset_d2e4d9e90ef48dc6,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_084107.png,ads2\assets\3_reference_screens\ad_issue_20260606_084107.png,25.229960578186596,23.968462549277266,131.1957950065703,23.968462549277266,0.14568
199,file_150ad0c752d1b6a2,asset_54f7e7a96285b7ed,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_045709.png,ads2\assets\3_reference_screens\ad_issue_20260606_045709.png,27.752956636005255,23.968462549277266,123.62680683311433,20.183968462549277,0.17581
90,file_17c948c4450ba29c,asset_beac250e4661b225,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_162023_edit.png,ads2\assets\2_communication\manual_rescue_20260610_162023_edit.png,441.40703517587934,475.1758793969849,78.39195979899495,19.2964824120603,0.01111
257,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,902.110552763819,31.356783919597987,37.38693467336691,37.38693467336684,0.01955
333,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,434.0425531914894,395.74468085106383,81.7021276595745,38.297872340425556,0.13994
334,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,217.0212765957447,502.97872340425533,65.10638297872342,24.255319148936223,0.03136
335,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,51.06382978723404,508.0851063829787,67.65957446808511,15.31914893617028,0.03013
336,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,681.7021276595746,505.53191489361706,67.65957446808511,22.978723404255277,0.03088
337,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,797.872340425532,390.63829787234044,68.93617021276589,74.04255319148939,0.04140
280,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,902.110552763819,31.356783919597987,37.38693467336691,37.38693467336684,0.01955
282,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,21.708542713567837,174.87437185929647,44.623115577889436,36.18090452261305,0.02658
283,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,441.40703517587934,390.7537688442211,100.10050251256285,51.85929648241205,0.12672
284,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,417.286432160804,499.29648241206024,107.3366834170854,25.32663316582915,0.02112
285,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,669.3467336683417,494.4723618090452,72.3618090452261,31.356783919598,0.02458
286,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,212.2613065326633,500.50251256281405,73.5678391959799,26.53266331658284,0.02727
287,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,44.62311557788944,504.12060301507535,79.59798994974872,25.32663316582915,0.02430
288,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,794.7738693467336,378.6934673366834,75.9798994974874,86.83417085427135,0.03505
289,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,828.5427135678391,161.608040201005,47.035175879397,48.24120603015075,0.03173
290,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,21.708542713567837,103.71859296482411,42.211055276381906,45.82914572864321,0.02879
215,file_26c3b4730cf5f4db,asset_6f78b2b98af5b30c,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_083435.png,ads2\assets\3_reference_screens\ad_issue_20260606_083435.png,23.968462549277266,16.39947437582129,132.45729303547964,30.275952693823914,0.22496
197,file_2a37f7231e6a6bf5,asset_3975333343c205ac,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_045316.png,ads2\assets\3_reference_screens\ad_issue_20260606_045316.png,908.1407035175879,21.708542713567837,38.5929648241206,22.914572864321606,0.16364
269,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,902.110552763819,31.356783919597987,37.38693467336691,37.38693467336684,0.01989
271,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,21.708542713567837,174.87437185929647,44.623115577889436,36.18090452261305,0.02658
272,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,441.40703517587934,390.7537688442211,100.10050251256285,51.85929648241205,0.10442
273,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,417.286432160804,499.29648241206024,107.3366834170854,25.32663316582915,0.02112
274,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,669.3467336683417,494.4723618090452,72.3618090452261,31.356783919598,0.02458
275,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,212.2613065326633,500.50251256281405,73.5678391959799,26.53266331658284,0.02727
276,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,44.62311557788944,504.12060301507535,79.59798994974872,25.32663316582915,0.02430
277,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,794.7738693467336,378.6934673366834,75.9798994974874,86.83417085427135,0.01789
278,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,828.5427135678391,161.608040201005,47.035175879397,48.24120603015075,0.02957
279,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,21.708542713567837,103.71859296482411,42.211055276381906,45.82914572864321,0.02932
188,file_4226114110deea3b,asset_839726e17027fcfd,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_042429.png,ads2\assets\3_reference_screens\ad_issue_20260606_042429.png,479.36925098554536,25.229960578186592,27.75295663600525,27.75295663600525,0.35354
291,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,902.110552763819,31.356783919597987,37.38693467336691,37.38693467336684,0.01955
293,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,21.708542713567837,174.87437185929647,44.623115577889436,36.18090452261305,0.02658
294,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,441.40703517587934,390.7537688442211,100.10050251256285,51.85929648241205,0.14518
295,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,417.286432160804,499.29648241206024,107.3366834170854,25.32663316582915,0.02112
296,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,669.3467336683417,494.4723618090452,72.3618090452261,31.356783919598,0.02458
297,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,212.2613065326633,500.50251256281405,73.5678391959799,26.53266331658284,0.02727
298,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,44.62311557788944,504.12060301507535,79.59798994974872,25.32663316582915,0.02430
299,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,794.7738693467336,378.6934673366834,75.9798994974874,86.83417085427135,0.02140
300,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,828.5427135678391,161.608040201005,47.035175879397,48.24120603015075,0.02788
301,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,21.708542713567837,103.71859296482411,42.211055276381906,45.82914572864321,0.02879
211,file_62eb4a22ecd67267,asset_312a606f05e4fc6b,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_082946.png,ads2\assets\3_reference_screens\ad_issue_20260606_082946.png,25.229960578186596,18.922470433639948,126.14980289093299,26.491458607095925,0.23872
187,file_63d499f21e5afbbc,asset_b73360061a4ab5ea,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_042353.png,ads2\assets\3_reference_screens\ad_issue_20260606_042353.png,484.4152431011827,249.77660972404732,27.75295663600525,27.75295663600525,0.35506
236,file_6648e2dee7f4014f,asset_78136f562a7d3896,D:\Projects\adb_vl\ads2\assets\3_reference_screens\main_city_20260605_101631.png,ads2\assets\3_reference_screens\main_city_20260605_101631.png,903.3165829145728,26.532663316582912,34.9748743718593,44.623115577889436,0.03102
237,file_6648e2dee7f4014f,asset_78136f562a7d3896,D:\Projects\adb_vl\ads2\assets\3_reference_screens\main_city_20260605_101631.png,ads2\assets\3_reference_screens\main_city_20260605_101631.png,213.46733668341707,502.91457286432154,74.77386934673368,25.32663316582915,0.02730
238,file_6648e2dee7f4014f,asset_78136f562a7d3896,D:\Projects\adb_vl\ads2\assets\3_reference_screens\main_city_20260605_101631.png,ads2\assets\3_reference_screens\main_city_20260605_101631.png,416.0804020100502,499.29648241206024,102.5125628140704,33.76884422110555,0.01886
239,file_6648e2dee7f4014f,asset_78136f562a7d3896,D:\Projects\adb_vl\ads2\assets\3_reference_screens\main_city_20260605_101631.png,ads2\assets\3_reference_screens\main_city_20260605_101631.png,672.964824120603,496.8844221105527,80.8040201005025,33.768844221105496,0.02101
241,file_6648e2dee7f4014f,asset_78136f562a7d3896,D:\Projects\adb_vl\ads2\assets\3_reference_screens\main_city_20260605_101631.png,ads2\assets\3_reference_screens\main_city_20260605_101631.png,41.00502512562814,494.4723618090452,80.80402010050251,32.56281407035169,0.02041
242,file_6648e2dee7f4014f,asset_78136f562a7d3896,D:\Projects\adb_vl\ads2\assets\3_reference_screens\main_city_20260605_101631.png,ads2\assets\3_reference_screens\main_city_20260605_101631.png,21.708542713567837,109.74874371859295,44.623115577889436,42.2110552763819,0.02078
243,file_6648e2dee7f4014f,asset_78136f562a7d3896,D:\Projects\adb_vl\ads2\assets\3_reference_screens\main_city_20260605_101631.png,ads2\assets\3_reference_screens\main_city_20260605_101631.png,19.2964824120603,180.9045226130653,42.211055276381906,42.21105527638193,0.00932
244,file_6648e2dee7f4014f,asset_78136f562a7d3896,D:\Projects\adb_vl\ads2\assets\3_reference_screens\main_city_20260605_101631.png,ads2\assets\3_reference_screens\main_city_20260605_101631.png,18.09045226130653,12.060301507537687,43.417085427135675,43.417085427135675,0.08000
191,file_699fcbfcfde8ea45,asset_3cb349642d8b0030,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_043707.png,ads2\assets\3_reference_screens\ad_issue_20260606_043707.png,902.110552763819,168.84422110552762,31.356783919598,24.120603015075375,0.04472
