source_screen,source_session,candidate_count,has_close,top1_true_label,top1_p_close,top1_predicted_close,would_click,top1_correct_for_positive_screen,positive_screen_miss_or_abstain,correct_abstain_on_negative_screen,false_click_on_negative_screen,top1_image_path,top1_bbox,top1_geometry_score
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000042_score_0.978_x916_y25_w22_h22_log__20260711_114928_30096_afk_20260711_114738_14_廣告時間沙漏_task__000014_20260711_115034_after_tap_301_350.png.png,20260711_114928_30096,1,1,close,0.533808,1,1,1,0,0,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00009_close.png,"48,25,22,22",0.978
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000178_score_0.938_x395_y393_w14_h14_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000024_20260711_112036_after_tap_746_135.png.png,20260711_111953_39056,2,0,not_close,0.015501,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00117_not_close.png,"33,48,14,14",0.894
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000293_score_0.921_x453_y147_w16_h17_log__20260710_125824_2204__000504_20260711_145942_before_tap_51_22.png.png,20260710_125824_2204,2,0,not_close,0.028869,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00028_not_close.png,"48,48,16,17",0.921
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000294_score_0.921_x453_y147_w16_h17_log__20260710_125824_2204__000505_20260711_145944_after_tap_51_22.png.png,20260710_125824_2204,2,0,not_close,0.028869,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00029_not_close.png,"48,48,16,17",0.921
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000301_score_0.920_x377_y404_w16_h17_log__20260711_093821_38292_afk_20260711_093821_14_勇者角逐廣告_route_enter__000003_20260711_093827_before_swipe_84_405_84_135_700.png.png,20260711_093821_38292,1,0,not_close,0.000002,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00033_not_close.png,"48,48,16,17",0.92
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000310_score_0.920_x377_y404_w16_h17_log__20260711_104153_50836_afk_20260711_104153_311_每日簽到_route_enter__000003_20260711_104158_before_tap_69_277.png.png,20260711_104153_50836,1,0,not_close,0.003514,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00034_not_close.png,"48,48,16,17",0.92
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000311_score_0.920_x377_y404_w16_h17_log__20260711_104613_15440_afk_20260711_104613_311_看廣告_route_enter__000003_20260711_104618_before_tap_67_369.png.png,20260711_104613_15440,1,0,not_close,0.003514,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00035_not_close.png,"48,48,16,17",0.92
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000312_score_0.920_x45_y222_w17_h16_log__20260711_154545_35900_kingdom_vault__000018_20260711_154813_after_swipe_86_130_86_430_420.png.png,20260711_154545_35900,1,0,not_close,0.017706,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00036_not_close.png,"45,48,17,16",0.92
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000360_score_0.916_x126_y204_w21_h20_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000068_20260711_111103_before_tap_481_515.png.png,20260711_110821_25824,1,0,not_close,0.000257,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00207_not_close.png,"48,48,21,20",0.865
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000392_score_0.915_x395_y421_w14_h13_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000027_20260711_112042_before_tap_809_65.png.png,20260711_111953_39056,2,0,not_close,0.166060,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00111_not_close.png,"33,48,14,14",0.894
