source_screen,source_session,candidate_count,has_close,top1_true_label,top1_p_close,top1_predicted_close,would_click,top1_correct_for_positive_screen,positive_screen_miss_or_abstain,correct_abstain_on_negative_screen,false_click_on_negative_screen,top1_image_path,top1_bbox,top1_geometry_score
ads2/assets/1_templates/close_icons,asset_7513f11f0e141a8c,8,1,close,0.999503,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00021_close_asset_7513f11f0e141a8c.png,,
ads2/assets/1_templates/free_ad_icons,asset_48f6dabf3e612bc9,1,1,close,0.998533,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01034_close_asset_48f6dabf3e612bc9.png,,
ads2/assets/1_templates/got_icons,asset_0cf037e096857467,1,1,close,0.997094,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01041_close_asset_0cf037e096857467.png,,
ads2/assets/1_templates/備份,asset_48f6dabf3e612bc9,3,1,close,0.998533,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01046_close_asset_48f6dabf3e612bc9.png,,
ads2/assets/2_communication,asset_7513f11f0e141a8c,8,1,close,0.999503,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00075_close_asset_7513f11f0e141a8c.png,,
ads2/assets/review_crops,asset_c889af42d3e373fc,3,1,close,0.999565,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00092_close_asset_c889af42d3e373fc.png,,
ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_218aa9a66d40a7b2,93,0,not_close,0.984383,1,1,0,0,0,1,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00336_not_close_asset_218aa9a66d40a7b2.png,,
ads2/assets/review_crops/close_glyph_candidates/sample/reject_candidates,asset_67f638e9c40b3b4e,4,0,not_close,0.236094,0,0,0,0,1,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00646_not_close_asset_67f638e9c40b3b4e.png,,
batch_full_40,asset_f703784b8bad0962,25,0,not_close,0.998686,1,1,0,0,0,1,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00855_not_close_asset_f703784b8bad0962.png,,
click_success_20260713_080054_581,asset_88342de1955d7710,1,1,close,0.999807,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01060_close_asset_88342de1955d7710.png,,
click_success_20260713_080258_516,asset_b3e20e7760a44b0a,1,1,close,0.990494,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00128_close_asset_b3e20e7760a44b0a.png,,
click_success_20260713_080405_663,asset_3da5069be36e1858,1,1,close,0.830602,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01065_close_asset_3da5069be36e1858.png,,
click_success_20260713_080451_263,asset_8263ab7cd58c1c1f,1,1,close,0.966191,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01067_close_asset_8263ab7cd58c1c1f.png,,
