instance_id,content_id,families,relative_path,image_path,seeds_wrong,max_wrong_prob,min_true_prob,is_hard_negative,score,seed_details
file_2fc3a9ed2d1cc0ce,asset_9ef01bef87a3d333,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000001.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00298_negative_asset_9ef01bef87a3d333.png,3,0.746529757976532,1.0,1,424,s42 true=negative pred=x_mark top=x_mark:0.75 ; s43 true=negative pred=x_mark top=x_mark:0.67 ; s44 true=negative pred=x_mark top=x_mark:0.57
file_15cb9fd3b7b16124,asset_35ac884fc325961e,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000224.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00521_negative_asset_35ac884fc325961e.png,3,0.6333211064338684,1.0,1,413,s42 true=negative pred=next|play_triangle top=play_triangle:0.59 ; s43 true=negative pred=free|play_triangle top=play_triangle:0.63 ; s44 true=negative pred=play_triangle top=play_triangle:0.59
file_d3fa8550365f8fe4,asset_35ac884fc325961e,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000232.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00529_negative_asset_35ac884fc325961e.png,3,0.6333211064338684,1.0,1,413,s42 true=negative pred=next|play_triangle top=play_triangle:0.59 ; s43 true=negative pred=free|play_triangle top=play_triangle:0.63 ; s44 true=negative pred=play_triangle top=play_triangle:0.59
file_f47a194a48eb303f,asset_b8e24783cba5f65a,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000536.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00828_negative_asset_b8e24783cba5f65a.png,3,0.5888350009918213,1.0,1,408,s42 true=negative pred=x_mark top=x_mark:0.58 ; s43 true=negative pred=x_mark top=x_mark:0.59 ; s44 true=negative pred=x_mark top=x_mark:0.52
file_a8aaffec5ace5590,asset_d30b5d3b349008b2,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000137.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00434_negative_asset_d30b5d3b349008b2.png,2,0.7073973417282104,1.0,1,320,s42 true=negative pred=arrow|x_mark top=x_mark:0.71 ; s43 true=negative pred=x_mark top=x_mark:0.62
file_67e22b67ffdb6d58,asset_d30b5d3b349008b2,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000141.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00438_negative_asset_d30b5d3b349008b2.png,2,0.7073973417282104,1.0,1,320,s42 true=negative pred=arrow|x_mark top=x_mark:0.71 ; s43 true=negative pred=x_mark top=x_mark:0.62
file_2c0d23f19bece0c6,asset_d30b5d3b349008b2,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000145.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00442_negative_asset_d30b5d3b349008b2.png,2,0.7073973417282104,1.0,1,320,s42 true=negative pred=arrow|x_mark top=x_mark:0.71 ; s43 true=negative pred=x_mark top=x_mark:0.62
file_3486060ad0e8ad4f,asset_d30b5d3b349008b2,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000149.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00446_negative_asset_d30b5d3b349008b2.png,2,0.7073973417282104,1.0,1,320,s42 true=negative pred=arrow|x_mark top=x_mark:0.71 ; s43 true=negative pred=x_mark top=x_mark:0.62
file_d6b89e850c393744,asset_d30b5d3b349008b2,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000153.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00450_negative_asset_d30b5d3b349008b2.png,2,0.7073973417282104,1.0,1,320,s42 true=negative pred=arrow|x_mark top=x_mark:0.71 ; s43 true=negative pred=x_mark top=x_mark:0.62
file_d24f52806af63653,asset_d30b5d3b349008b2,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000157.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00454_negative_asset_d30b5d3b349008b2.png,2,0.7073973417282104,1.0,1,320,s42 true=negative pred=arrow|x_mark top=x_mark:0.71 ; s43 true=negative pred=x_mark top=x_mark:0.62
file_ef847d000f83a44b,asset_d30b5d3b349008b2,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000188.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00485_negative_asset_d30b5d3b349008b2.png,2,0.7073973417282104,1.0,1,320,s42 true=negative pred=arrow|x_mark top=x_mark:0.71 ; s43 true=negative pred=x_mark top=x_mark:0.62
file_57eb253678d502b3,asset_d30b5d3b349008b2,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000191.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00488_negative_asset_d30b5d3b349008b2.png,2,0.7073973417282104,1.0,1,320,s42 true=negative pred=arrow|x_mark top=x_mark:0.71 ; s43 true=negative pred=x_mark top=x_mark:0.62
file_aa3578c23f6f013e,asset_d30b5d3b349008b2,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000195.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00492_negative_asset_d30b5d3b349008b2.png,2,0.7073973417282104,1.0,1,320,s42 true=negative pred=arrow|x_mark top=x_mark:0.71 ; s43 true=negative pred=x_mark top=x_mark:0.62
file_d19c1ae5042e913b,asset_cc04ebf72c4073f4,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000308.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00605_negative_asset_cc04ebf72c4073f4.png,2,0.6884168386459351,1.0,1,318,s42 true=negative pred=x_mark top=x_mark:0.69 ; s43 true=negative pred=x_mark top=x_mark:0.57
file_9d37ff9d74a486c1,asset_cc04ebf72c4073f4,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000315.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00612_negative_asset_cc04ebf72c4073f4.png,2,0.6884168386459351,1.0,1,318,s42 true=negative pred=x_mark top=x_mark:0.69 ; s43 true=negative pred=x_mark top=x_mark:0.57
file_3fb23508805b4005,asset_0b590b370863f8c6,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000472.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00764_negative_asset_0b590b370863f8c6.png,2,0.6291545629501343,1.0,1,312,s43 true=negative pred=next top=next:0.56 ; s44 true=negative pred=arrow|next top=arrow:0.63
file_247878eeb2153bcd,asset_0b590b370863f8c6,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000482.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00774_negative_asset_0b590b370863f8c6.png,2,0.6291545629501343,1.0,1,312,s43 true=negative pred=next top=next:0.56 ; s44 true=negative pred=arrow|next top=arrow:0.63
file_72f9e642b73ff79f,asset_30eada6e537ba869,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000513.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00805_negative_asset_30eada6e537ba869.png,2,0.5876727104187012,1.0,1,308,s42 true=negative pred=play_triangle top=play_triangle:0.59 ; s43 true=negative pred=play_triangle top=play_triangle:0.57
file_ee319f420cecc510,asset_30eada6e537ba869,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000516.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00808_negative_asset_30eada6e537ba869.png,2,0.5876727104187012,1.0,1,308,s42 true=negative pred=play_triangle top=play_triangle:0.59 ; s43 true=negative pred=play_triangle top=play_triangle:0.57
file_7dcfcd1d8a9ce3aa,asset_aaa0d5a713804a65,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000538.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00830_negative_asset_aaa0d5a713804a65.png,1,0.6737093329429626,1.0,1,217,s44 true=negative pred=arrow|next top=arrow:0.67
file_330819cac3745bbd,asset_aaa0d5a713804a65,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000547.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00839_negative_asset_aaa0d5a713804a65.png,1,0.6737093329429626,1.0,1,217,s44 true=negative pred=arrow|next top=arrow:0.67
file_9571d299368d849d,asset_f41984001785bb2e,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000235.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00532_negative_asset_f41984001785bb2e.png,1,0.6540777683258057,1.0,1,215,s44 true=negative pred=arrow top=arrow:0.65
file_0ca7929710908e6d,asset_f41984001785bb2e,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000506.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00798_negative_asset_f41984001785bb2e.png,1,0.6540777683258057,1.0,1,215,s44 true=negative pred=arrow top=arrow:0.65
file_1b66dc3515ba6eee,asset_1355d96717c8cd0d,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000030.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00327_negative_asset_1355d96717c8cd0d.png,1,0.5348938703536987,1.0,1,203,s42 true=negative pred=google_play top=google_play:0.53
file_5990fed2f5a1fb53,asset_1355d96717c8cd0d,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000035.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00332_negative_asset_1355d96717c8cd0d.png,1,0.5348938703536987,1.0,1,203,s42 true=negative pred=google_play top=google_play:0.53
file_a57c45f4c381c6f3,asset_8226bffb9ee871c5,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000522.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00814_negative_asset_8226bffb9ee871c5.png,1,0.5301697850227356,1.0,1,203,s44 true=negative pred=x_mark top=x_mark:0.53
file_2b55d011077b8365,asset_8226bffb9ee871c5,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000531.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00823_negative_asset_8226bffb9ee871c5.png,1,0.5301697850227356,1.0,1,203,s44 true=negative pred=x_mark top=x_mark:0.53
file_c590ebbfe9db64ca,asset_6802a78b1f5efa66,x_mark,ads2\assets\1_templates\close_icons\close_x_valor.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00053_x_mark_asset_6802a78b1f5efa66.png,3,0.8025335073471069,0.22582149505615234,0,400,s42 true=x_mark pred=google_play|got|next top=got:0.80 ; s43 true=x_mark pred=arrow|google_play|got top=got:0.64 ; s44 true=x_mark pred=google_play|got top=google_play:0.72
file_1b25b331d8c51571,asset_4b460828e7852a16,x_mark,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000121.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00196_x_mark_asset_4b460828e7852a16.png,3,0.7658082842826843,0.19497360289096832,0,396,s42 true=x_mark pred=arrow top=arrow:0.70 ; s43 true=x_mark pred=arrow|next top=arrow:0.57 ; s44 true=x_mark pred=arrow top=arrow:0.77
file_88b1cc8a3de93123,asset_44aa502360ac075b,x_mark,ads2\assets\1_templates\close_icons\close_12.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00019_x_mark_asset_44aa502360ac075b.png,3,0.8961992859840393,0.5296902656555176,0,389,s42 true=x_mark pred=arrow|free|x_mark top=arrow:0.90 ; s43 true=x_mark pred=arrow|next|x_mark top=next:0.75 ; s44 true=x_mark pred=arrow|next|x_mark top=arrow:0.87
file_3c1dd248079e27eb,asset_22931ff7d50a4007,arrow|next,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095042_528\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00989_arrow_next_asset_22931ff7d50a4007.png,3,0.8539517521858215,0.6175321340560913,0,385,s42 true=arrow|next pred=arrow|next|x_mark top=arrow:0.90 ; s43 true=arrow|next pred=arrow|next|x_mark top=next:0.91 ; s44 true=arrow|next pred=arrow|next|x_mark top=arrow:0.82
file_d69076ccf60a2327,asset_172ddc86ac086eee,x_mark,ads2\assets\1_templates\close_icons\close_x_momo.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00052_x_mark_asset_172ddc86ac086eee.png,3,0.8568391799926758,0.750683069229126,0,385,s42 true=x_mark pred=arrow|x_mark top=arrow:0.86 ; s43 true=x_mark pred=arrow|next|x_mark top=x_mark:0.83 ; s44 true=x_mark pred=arrow|next|x_mark top=x_mark:0.75
file_80933b388bcd6724,asset_52eb220e60027c56,arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080814_562\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00866_arrow_asset_52eb220e60027c56.png,3,0.8355149030685425,0.8013529777526855,0,383,s42 true=arrow pred=arrow|x_mark top=arrow:0.86 ; s43 true=arrow pred=arrow|next|x_mark top=arrow:0.82 ; s44 true=arrow pred=arrow|next top=arrow:0.80
file_12942deaafab87b9,asset_52eb220e60027c56,arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_132413_787\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_01057_arrow_asset_52eb220e60027c56.png,3,0.8355149030685425,0.8013529777526855,0,383,s42 true=arrow pred=arrow|x_mark top=arrow:0.86 ; s43 true=arrow pred=arrow|next|x_mark top=arrow:0.82 ; s44 true=arrow pred=arrow|next top=arrow:0.80
file_37c927539f69d7db,asset_17a648c454f69753,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000418.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00712_negative_asset_17a648c454f69753.png,3,0.8218237161636353,1.0,0,382,s42 true=negative pred=arrow|next top=arrow:0.74 ; s43 true=negative pred=arrow top=arrow:0.64 ; s44 true=negative pred=arrow|next top=arrow:0.82
file_0da1190477d9a899,asset_720686941c854cbf,x_mark,ads2\assets\1_templates\close_icons\close_x_left.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00051_x_mark_asset_720686941c854cbf.png,3,0.8134744763374329,0.5018580555915833,0,381,s42 true=x_mark pred=arrow|free|x_mark top=arrow:0.74 ; s43 true=x_mark pred=arrow|next|x_mark top=arrow:0.63 ; s44 true=x_mark pred=arrow|free|next|x_mark top=arrow:0.81
file_4a39bc8220b54bcf,asset_0adb2ecfead6543b,x_mark,ads2\assets\1_templates\close_icons\close_24.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00032_x_mark_asset_0adb2ecfead6543b.png,3,0.8054227232933044,0.755699872970581,0,380,s42 true=x_mark pred=arrow|x_mark top=x_mark:0.86 ; s43 true=x_mark pred=arrow|next|x_mark top=x_mark:0.76 ; s44 true=x_mark pred=arrow|next|x_mark top=arrow:0.81
file_92bf9affe27f402d,asset_0ef553bd6095965f,arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000149.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00224_arrow_asset_0ef553bd6095965f.png,3,0.7881671786308289,0.3909193277359009,0,378,s42 true=arrow pred=arrow|play_triangle top=play_triangle:0.79 ; s43 true=arrow pred=arrow|play_triangle top=play_triangle:0.77 ; s44 true=arrow pred=play_triangle top=play_triangle:0.61
file_1c610c21e82f0a3b,asset_3e2ac2ef5377fc3b,arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102508_020\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_01033_arrow_asset_3e2ac2ef5377fc3b.png,3,0.7735580205917358,0.6787881851196289,0,377,s42 true=arrow pred=arrow|x_mark top=arrow:0.79 ; s43 true=arrow pred=arrow|x_mark top=x_mark:0.70 ; s44 true=arrow pred=arrow|x_mark top=arrow:0.86
file_350e5e44d7026bec,asset_f100a9014b2156a1,x_mark,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000016.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00091_x_mark_asset_f100a9014b2156a1.png,3,0.7790201306343079,0.8582228422164917,0,377,s42 true=x_mark pred=arrow|x_mark top=x_mark:0.88 ; s43 true=x_mark pred=arrow|x_mark top=x_mark:0.89 ; s44 true=x_mark pred=arrow|x_mark top=x_mark:0.86
file_be3dbd3a49dbb80b,asset_f100a9014b2156a1,x_mark,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000212.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00287_x_mark_asset_f100a9014b2156a1.png,3,0.7790201306343079,0.8582228422164917,0,377,s42 true=x_mark pred=arrow|x_mark top=x_mark:0.88 ; s43 true=x_mark pred=arrow|x_mark top=x_mark:0.89 ; s44 true=x_mark pred=arrow|x_mark top=x_mark:0.86
file_f17f0597f4a960bf,asset_28434918920405bd,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080500_682\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00862_got_asset_28434918920405bd.png,3,0.5611717700958252,0.19032453000545502,0,376,s42 true=got pred=x_mark top=x_mark:0.56 ; s43 true=got pred=arrow|x_mark top=arrow:0.53 ; s44 true=got pred=negative top=arrow:0.49
file_89f5783d6a5d01a2,asset_5e68128f2f5b8dab,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085715_383\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00918_got_asset_5e68128f2f5b8dab.png,3,0.5696781277656555,0.18317925930023193,0,376,s42 true=got pred=x_mark top=x_mark:0.55 ; s43 true=got pred=x_mark top=x_mark:0.57 ; s44 true=got pred=negative top=x_mark:0.42
file_91bbfc8a9546e898,asset_702ce9c110ac8383,x_mark,ads2\assets\1_templates\close_icons\close_x_gp.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00049_x_mark_asset_702ce9c110ac8383.png,3,0.7607943415641785,0.6749831438064575,0,376,s42 true=x_mark pred=arrow|x_mark top=arrow:0.76 ; s43 true=x_mark pred=next|x_mark top=x_mark:0.76 ; s44 true=x_mark pred=arrow|next|x_mark top=x_mark:0.67
file_13eecab8cd7c9374,asset_5b3fbaac886e6b1c,arrow,ads2\assets\1_templates\close_icons\close_10.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00017_arrow_asset_5b3fbaac886e6b1c.png,3,0.7504933476448059,0.5367509722709656,0,375,s42 true=arrow pred=arrow|x_mark top=x_mark:0.75 ; s43 true=arrow pred=arrow|x_mark top=arrow:0.62 ; s44 true=arrow pred=arrow|x_mark top=arrow:0.66
file_910f6d13ad48178b,asset_814457f65714bfe8,arrow,ads2\assets\1_templates\close_icons\close_11.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00018_arrow_asset_814457f65714bfe8.png,3,0.753338634967804,0.7412780523300171,0,375,s42 true=arrow pred=arrow|free|got|next top=arrow:0.74 ; s43 true=arrow pred=arrow|got|next top=arrow:0.76 ; s44 true=arrow pred=arrow|got|next top=arrow:0.85
file_b45e660a5a2b7d8d,asset_0d4b215867996981,got,ads2\assets\1_templates\got_icons\got_1.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00061_got_asset_0d4b215867996981.png,3,0.7465120553970337,0.42791247367858887,0,374,s42 true=got pred=negative top=got:0.48 ; s43 true=got pred=next top=next:0.50 ; s44 true=got pred=arrow|next top=arrow:0.75
file_2099c897741bb7ac,asset_3f76ae4068c4ab21,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081934_414\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00897_got_asset_3f76ae4068c4ab21.png,3,0.5469819903373718,0.18999187648296356,0,374,s42 true=got pred=x_mark top=x_mark:0.55 ; s43 true=got pred=x_mark top=x_mark:0.54 ; s44 true=got pred=arrow|x_mark top=x_mark:0.51
file_9036c20d93a62e90,asset_bac6666a761e1adc,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082129_269\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00909_got_asset_bac6666a761e1adc.png,3,0.5415348410606384,0.2081182301044464,0,374,s42 true=got pred=x_mark top=x_mark:0.54 ; s43 true=got pred=negative top=x_mark:0.50 ; s44 true=got pred=negative top=x_mark:0.49
