instance_id,content_id,relative_path,event_id,review_reasons,proposal_source,template_name,expected_family,expected_p,top_family,top_p,suggestion_family,bbox_crop
file_a911dc4febb7c624,asset_dbadf242ca9b2d87,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094610_216\crops\bbox.png,20260719_094610_216,expected_low_confidence|expected_top_disagreement,close_template,close_11.png,x_mark,0.38438238700230914,arrow,0.9693610469500223,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094610_216\crops\bbox.png
file_70db5abf13eed57e,asset_c79c343c2ff96f99,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094627_345\crops\bbox.png,20260719_094627_345,expected_low_confidence|expected_top_disagreement,close_template,close_11.png,x_mark,0.38974548876285553,arrow,0.9301269054412842,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094627_345\crops\bbox.png
file_6fd4b9328bd67dd9,asset_8e33a15e807c25cf,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094440_190\crops\bbox.png,20260719_094440_190,expected_low_confidence|expected_top_disagreement,close_template,close_11.png,x_mark,0.39806806047757465,arrow,0.9691246151924133,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094440_190\crops\bbox.png
file_cf99f2dbe5f9cd71,asset_a60fbe1440518101,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094457_076\crops\bbox.png,20260719_094457_076,expected_low_confidence|expected_top_disagreement,close_template,close_11.png,x_mark,0.39922502636909485,arrow,0.9300256371498108,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094457_076\crops\bbox.png
file_5f767b7a3c35419d,asset_1c2038dea7874136,vision_platform\ads\runtime_collection\click_success\click_success_20260719_093942_272\crops\bbox.png,20260719_093942_272,expected_low_confidence|expected_top_disagreement,close_template,close_11.png,x_mark,0.4018828868865967,arrow,0.9396879076957703,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_093942_272\crops\bbox.png
file_d9fc1e3c07616269,asset_1cb2dcf49cfde11d,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094146_147\crops\bbox.png,20260719_094146_147,expected_low_confidence|expected_top_disagreement,close_template,close_11.png,x_mark,0.4127838710943858,arrow,0.9676102002461752,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094146_147\crops\bbox.png
file_0aca138c6de1f1e2,asset_1f4dfa4bc524cd71,vision_platform\ads\runtime_collection\click_success\click_success_20260719_093925_477\crops\bbox.png,20260719_093925_477,expected_low_confidence|expected_top_disagreement,close_template,close_11.png,x_mark,0.4154805640379588,arrow,0.967121422290802,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_093925_477\crops\bbox.png
file_a092bec54f99f77a,asset_abfdd26b70d5d154,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094116_897\crops\bbox.png,20260719_094116_897,expected_low_confidence|expected_top_disagreement,close_template,close_11.png,x_mark,0.4170621931552887,arrow,0.9423244396845499,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094116_897\crops\bbox.png
file_4531aec9cca6b006,asset_a70da6ff8a17227b,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094202_771\crops\bbox.png,20260719_094202_771,expected_low_confidence|expected_top_disagreement,close_template,close_11.png,x_mark,0.4258756637573242,arrow,0.9419731895128886,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094202_771\crops\bbox.png
file_03df9478ddd4e1db,asset_76a0d9316136480e,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094100_229\crops\bbox.png,20260719_094100_229,expected_low_confidence|expected_top_disagreement,close_template,close_11.png,x_mark,0.4341355462869008,arrow,0.966679314772288,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094100_229\crops\bbox.png
file_a7cdb2db3359e842,asset_4f543d7088cb6159,vision_platform\ads\runtime_collection\click_success\click_success_20260719_093855_744\crops\bbox.png,20260719_093855_744,expected_top_disagreement|low_top_score,close_template,ad_issue_20260606_052002_roi_15.png,x_mark,0.6931019822756449,arrow,0.7392154335975647,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_093855_744\crops\bbox.png
file_1d5e24054c06cba9,asset_5cd7c3a20f751357,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103705_354\crops\bbox.png,20260719_103705_354,low_top_score,close_template,close_2.png,x_mark,0.6895504295825958,x_mark,0.6895504295825958,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103705_354\crops\bbox.png
file_4e9bad2976c622e8,asset_5cd7c3a20f751357,vision_platform\ads\runtime_collection\click_success\click_success_20260719_104150_255\crops\bbox.png,20260719_104150_255,low_top_score,close_template,close_2.png,x_mark,0.6895504295825958,x_mark,0.6895504295825958,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_104150_255\crops\bbox.png
