annotation_id,screen_id,image_path,event_id,source_session,bbox_x,bbox_y,bbox_w,bbox_h,category,label,proposal_source,template_name,screen_change_score,split_group,split
click_ann_000001,click_det_000001,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000001.png,20260719_093751_311,ads2_click_success_20260719_093751_311,878.000,354.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,66.34340277777778,click_success:ads2_click_success_20260719_093751_311,
click_ann_000002,click_det_000002,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000002.png,20260719_093814_574,ads2_click_success_20260719_093814_574,911.000,25.000,40.000,33.000,action_candidate,weak_positive,close_template,close_24.png,93.55388888888889,click_success:ads2_click_success_20260719_093814_574,
click_ann_000003,click_det_000003,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000003.png,20260719_093819_308,ads2_click_success_20260719_093819_308,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,44.613680555555554,click_success:ads2_click_success_20260719_093819_308,
click_ann_000004,click_det_000004,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000004.png,20260719_093855_744,ads2_click_success_20260719_093855_744,18.000,24.000,50.000,39.000,action_candidate,weak_positive,close_template,ad_issue_20260606_052002_roi_15.png,122.278125,click_success:ads2_click_success_20260719_093855_744,
click_ann_000005,click_det_000005,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000005.png,20260719_093900_785,ads2_click_success_20260719_093900_785,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,42.24701388888889,click_success:ads2_click_success_20260719_093900_785,
click_ann_000006,click_det_000006,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000006.png,20260719_093925_477,ads2_click_success_20260719_093925_477,30.000,29.000,74.000,23.000,action_candidate,weak_positive,close_template,close_11.png,44.16506944444444,click_success:ads2_click_success_20260719_093925_477,
click_ann_000007,click_det_000007,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000007.png,20260719_093942_272,ads2_click_success_20260719_093942_272,30.000,29.000,74.000,23.000,action_candidate,weak_positive,close_template,close_11.png,113.2161111111111,click_success:ads2_click_success_20260719_093942_272,
click_ann_000008,click_det_000008,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000008.png,20260719_093947_006,ads2_click_success_20260719_093947_006,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,41.42208333333333,click_success:ads2_click_success_20260719_093947_006,
click_ann_000009,click_det_000009,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000009.png,20260719_093953_788,ads2_click_success_20260719_093953_788,599.000,352.000,38.000,24.000,action_candidate,weak_positive,free_ad_template,free_ad_3.png,57.657986111111114,click_success:ads2_click_success_20260719_093953_788,
click_ann_000010,click_det_000010,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000010.png,20260719_094035_435,ads2_click_success_20260719_094035_435,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,38.32284722222222,click_success:ads2_click_success_20260719_094035_435,
click_ann_000011,click_det_000011,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000011.png,20260719_094100_229,ads2_click_success_20260719_094100_229,30.000,29.000,74.000,23.000,action_candidate,weak_positive,close_template,close_11.png,44.855555555555554,click_success:ads2_click_success_20260719_094100_229,
click_ann_000012,click_det_000012,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000012.png,20260719_094116_897,ads2_click_success_20260719_094116_897,30.000,29.000,74.000,23.000,action_candidate,weak_positive,close_template,close_11.png,116.28236111111111,click_success:ads2_click_success_20260719_094116_897,
click_ann_000013,click_det_000013,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000013.png,20260719_094121_626,ads2_click_success_20260719_094121_626,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,38.53395833333333,click_success:ads2_click_success_20260719_094121_626,
click_ann_000014,click_det_000014,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000014.png,20260719_094128_479,ads2_click_success_20260719_094128_479,738.000,352.000,38.000,24.000,action_candidate,weak_positive,free_ad_template,free_ad_3.png,54.33215277777778,click_success:ads2_click_success_20260719_094128_479,
click_ann_000015,click_det_000015,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000015.png,20260719_094146_147,ads2_click_success_20260719_094146_147,30.000,29.000,74.000,23.000,action_candidate,weak_positive,close_template,close_11.png,44.50548611111111,click_success:ads2_click_success_20260719_094146_147,
click_ann_000016,click_det_000016,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000016.png,20260719_094202_771,ads2_click_success_20260719_094202_771,30.000,29.000,74.000,23.000,action_candidate,weak_positive,close_template,close_11.png,115.07145833333334,click_success:ads2_click_success_20260719_094202_771,
click_ann_000017,click_det_000017,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000017.png,20260719_094207_685,ads2_click_success_20260719_094207_685,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,35.291111111111114,click_success:ads2_click_success_20260719_094207_685,
click_ann_000018,click_det_000018,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000018.png,20260719_094357_107,ads2_click_success_20260719_094357_107,376.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,84.3776388888889,click_success:ads2_click_success_20260719_094357_107,
click_ann_000019,click_det_000019,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000019.png,20260719_094415_443,ads2_click_success_20260719_094415_443,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.86902777777777,click_success:ads2_click_success_20260719_094415_443,
click_ann_000020,click_det_000020,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000020.png,20260719_094422_597,ads2_click_success_20260719_094422_597,391.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,70.45263888888888,click_success:ads2_click_success_20260719_094422_597,
click_ann_000021,click_det_000021,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000021.png,20260719_094440_190,ads2_click_success_20260719_094440_190,30.000,29.000,74.000,23.000,action_candidate,weak_positive,close_template,close_11.png,47.613194444444446,click_success:ads2_click_success_20260719_094440_190,
click_ann_000022,click_det_000022,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000022.png,20260719_094457_076,ads2_click_success_20260719_094457_076,30.000,29.000,74.000,23.000,action_candidate,weak_positive,close_template,close_11.png,94.40569444444445,click_success:ads2_click_success_20260719_094457_076,
click_ann_000023,click_det_000023,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000023.png,20260719_094502_188,ads2_click_success_20260719_094502_188,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.82826388888888,click_success:ads2_click_success_20260719_094502_188,
click_ann_000024,click_det_000024,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000024.png,20260719_094507_884,ads2_click_success_20260719_094507_884,391.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,98.71409722222222,click_success:ads2_click_success_20260719_094507_884,
click_ann_000025,click_det_000025,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000025.png,20260719_094541_425,ads2_click_success_20260719_094541_425,908.000,15.000,36.000,39.000,action_candidate,weak_positive,close_template,ad_issue_20260606_043419_roi_0.png,169.00104166666668,click_success:ads2_click_success_20260719_094541_425,
click_ann_000026,click_det_000026,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000026.png,20260719_094546_590,ads2_click_success_20260719_094546_590,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.88256944444444,click_success:ads2_click_success_20260719_094546_590,
click_ann_000027,click_det_000027,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000027.png,20260719_094610_216,ads2_click_success_20260719_094610_216,30.000,29.000,74.000,23.000,action_candidate,weak_positive,close_template,close_11.png,47.27194444444444,click_success:ads2_click_success_20260719_094610_216,
click_ann_000028,click_det_000028,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000028.png,20260719_094627_345,ads2_click_success_20260719_094627_345,30.000,29.000,74.000,23.000,action_candidate,weak_positive,close_template,close_11.png,93.60097222222223,click_success:ads2_click_success_20260719_094627_345,
click_ann_000029,click_det_000029,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000029.png,20260719_094632_530,ads2_click_success_20260719_094632_530,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.94131944444445,click_success:ads2_click_success_20260719_094632_530,
click_ann_000030,click_det_000030,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000030.png,20260719_100706_535,ads2_click_success_20260719_100706_535,878.000,354.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,76.74416666666667,click_success:ads2_click_success_20260719_100706_535,
click_ann_000031,click_det_000031,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000031.png,20260719_100737_177,ads2_click_success_20260719_100737_177,18.000,24.000,50.000,39.000,action_candidate,weak_positive,close_template,ad_issue_20260606_052002_roi_15.png,121.52666666666667,click_success:ads2_click_success_20260719_100737_177,
click_ann_000032,click_det_000032,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000032.png,20260719_100742_015,ads2_click_success_20260719_100742_015,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,43.526666666666664,click_success:ads2_click_success_20260719_100742_015,
click_ann_000033,click_det_000033,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000033.png,20260719_100748_731,ads2_click_success_20260719_100748_731,878.000,354.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,66.60381944444444,click_success:ads2_click_success_20260719_100748_731,
click_ann_000034,click_det_000034,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000034.png,20260719_100818_285,ads2_click_success_20260719_100818_285,18.000,24.000,50.000,39.000,action_candidate,weak_positive,close_template,ad_issue_20260606_052002_roi_15.png,123.34958333333333,click_success:ads2_click_success_20260719_100818_285,
click_ann_000035,click_det_000035,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000035.png,20260719_100823_240,ads2_click_success_20260719_100823_240,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,41.17979166666667,click_success:ads2_click_success_20260719_100823_240,
click_ann_000036,click_det_000036,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000036.png,20260719_100829_630,ads2_click_success_20260719_100829_630,462.000,354.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,60.204861111111114,click_success:ads2_click_success_20260719_100829_630,
click_ann_000037,click_det_000037,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000037.png,20260719_100848_151,ads2_click_success_20260719_100848_151,911.000,25.000,40.000,33.000,action_candidate,weak_positive,close_template,close_24.png,118.05472222222222,click_success:ads2_click_success_20260719_100848_151,
click_ann_000038,click_det_000038,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000038.png,20260719_100852_946,ads2_click_success_20260719_100852_946,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,40.21180555555556,click_success:ads2_click_success_20260719_100852_946,
click_ann_000039,click_det_000039,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000039.png,20260719_100918_100,ads2_click_success_20260719_100918_100,911.000,25.000,40.000,33.000,action_candidate,weak_positive,close_template,close_24.png,112.97756944444444,click_success:ads2_click_success_20260719_100918_100,
click_ann_000040,click_det_000040,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000040.png,20260719_100922_776,ads2_click_success_20260719_100922_776,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,37.26486111111111,click_success:ads2_click_success_20260719_100922_776,
click_ann_000041,click_det_000041,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000041.png,20260719_100929_383,ads2_click_success_20260719_100929_383,738.000,352.000,38.000,24.000,action_candidate,weak_positive,free_ad_template,free_ad_3.png,51.56118055555555,click_success:ads2_click_success_20260719_100929_383,
click_ann_000042,click_det_000042,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000042.png,20260719_100947_354,ads2_click_success_20260719_100947_354,911.000,25.000,40.000,33.000,action_candidate,weak_positive,close_template,close_24.png,119.741875,click_success:ads2_click_success_20260719_100947_354,
click_ann_000043,click_det_000043,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000043.png,20260719_100952_060,ads2_click_success_20260719_100952_060,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,37.361041666666665,click_success:ads2_click_success_20260719_100952_060,
click_ann_000044,click_det_000044,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000044.png,20260719_101016_908,ads2_click_success_20260719_101016_908,911.000,25.000,40.000,33.000,action_candidate,weak_positive,close_template,close_24.png,114.22909722222222,click_success:ads2_click_success_20260719_101016_908,
click_ann_000045,click_det_000045,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000045.png,20260719_101021_661,ads2_click_success_20260719_101021_661,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,34.211666666666666,click_success:ads2_click_success_20260719_101021_661,
click_ann_000046,click_det_000046,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000046.png,20260719_101209_346,ads2_click_success_20260719_101209_346,376.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,83.91701388888889,click_success:ads2_click_success_20260719_101209_346,
click_ann_000047,click_det_000047,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000047.png,20260719_101227_582,ads2_click_success_20260719_101227_582,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.80111111111111,click_success:ads2_click_success_20260719_101227_582,
click_ann_000048,click_det_000048,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000048.png,20260719_101252_074,ads2_click_success_20260719_101252_074,911.000,25.000,40.000,33.000,action_candidate,weak_positive,close_template,close_24.png,91.75680555555556,click_success:ads2_click_success_20260719_101252_074,
click_ann_000049,click_det_000049,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000049.png,20260719_101257_107,ads2_click_success_20260719_101257_107,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.84923611111111,click_success:ads2_click_success_20260719_101257_107,
click_ann_000050,click_det_000050,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000050.png,20260719_101302_590,ads2_click_success_20260719_101302_590,391.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,133.26208333333332,click_success:ads2_click_success_20260719_101302_590,
click_ann_000051,click_det_000051,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000051.png,20260719_101321_354,ads2_click_success_20260719_101321_354,911.000,25.000,40.000,33.000,action_candidate,weak_positive,close_template,close_24.png,92.02791666666667,click_success:ads2_click_success_20260719_101321_354,
click_ann_000052,click_det_000052,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000052.png,20260719_101326_376,ads2_click_success_20260719_101326_376,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.75708333333333,click_success:ads2_click_success_20260719_101326_376,
click_ann_000053,click_det_000053,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000053.png,20260719_101331_717,ads2_click_success_20260719_101331_717,391.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,133.23097222222222,click_success:ads2_click_success_20260719_101331_717,
click_ann_000054,click_det_000054,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000054.png,20260719_101349_744,ads2_click_success_20260719_101349_744,911.000,25.000,40.000,33.000,action_candidate,weak_positive,close_template,close_24.png,100.35597222222222,click_success:ads2_click_success_20260719_101349_744,
click_ann_000055,click_det_000055,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000055.png,20260719_101354_790,ads2_click_success_20260719_101354_790,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,84.02291666666666,click_success:ads2_click_success_20260719_101354_790,
click_ann_000056,click_det_000056,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000056.png,20260719_103521_241,ads2_click_success_20260719_103521_241,878.000,354.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,63.75625,click_success:ads2_click_success_20260719_103521_241,
click_ann_000057,click_det_000057,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000057.png,20260719_103538_992,ads2_click_success_20260719_103538_992,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,38.09986111111111,click_success:ads2_click_success_20260719_103538_992,
click_ann_000058,click_det_000058,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000058.png,20260719_103543_766,ads2_click_success_20260719_103543_766,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,42.97645833333333,click_success:ads2_click_success_20260719_103543_766,
click_ann_000059,click_det_000059,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000059.png,20260719_103549_876,ads2_click_success_20260719_103549_876,878.000,354.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,63.76368055555555,click_success:ads2_click_success_20260719_103549_876,
click_ann_000060,click_det_000060,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000060.png,20260719_103607_635,ads2_click_success_20260719_103607_635,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,32.12284722222222,click_success:ads2_click_success_20260719_103607_635,
click_ann_000061,click_det_000061,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000061.png,20260719_103612_356,ads2_click_success_20260719_103612_356,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,40.56368055555556,click_success:ads2_click_success_20260719_103612_356,
click_ann_000062,click_det_000062,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000062.png,20260719_103618_492,ads2_click_success_20260719_103618_492,462.000,354.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,59.399166666666666,click_success:ads2_click_success_20260719_103618_492,
click_ann_000063,click_det_000063,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000063.png,20260719_103636_297,ads2_click_success_20260719_103636_297,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,40.211527777777775,click_success:ads2_click_success_20260719_103636_297,
click_ann_000064,click_det_000064,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000064.png,20260719_103641_046,ads2_click_success_20260719_103641_046,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,39.87152777777778,click_success:ads2_click_success_20260719_103641_046,
click_ann_000065,click_det_000065,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000065.png,20260719_103647_501,ads2_click_success_20260719_103647_501,599.000,352.000,38.000,24.000,action_candidate,weak_positive,free_ad_template,free_ad_3.png,55.05784722222222,click_success:ads2_click_success_20260719_103647_501,
click_ann_000066,click_det_000066,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000066.png,20260719_103705_354,ads2_click_success_20260719_103705_354,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,37.476875,click_success:ads2_click_success_20260719_103705_354,
click_ann_000067,click_det_000067,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000067.png,20260719_103710_061,ads2_click_success_20260719_103710_061,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,36.64145833333333,click_success:ads2_click_success_20260719_103710_061,
click_ann_000068,click_det_000068,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000068.png,20260719_103716_510,ads2_click_success_20260719_103716_510,738.000,352.000,38.000,24.000,action_candidate,weak_positive,free_ad_template,free_ad_3.png,50.622569444444444,click_success:ads2_click_success_20260719_103716_510,
click_ann_000069,click_det_000069,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000069.png,20260719_103734_266,ads2_click_success_20260719_103734_266,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,37.113055555555555,click_success:ads2_click_success_20260719_103734_266,
