family,threshold,support,tp,fp,tn,fn,precision,recall,f1,none_support,none_false_activation,none_false_activation_rate
google_play,0.4,2.6667,2.3333,1.6667,156.6667,0.3333,0.5833,0.9167,0.6944,72.6667,0.6667,0.0091
google_play,0.45,2.6667,2.3333,1.0,157.3333,0.3333,0.6667,0.9167,0.7579,72.6667,0.0,0.0
google_play,0.5,2.6667,2.3333,0.6667,157.6667,0.3333,0.75,0.9167,0.8056,72.6667,0.0,0.0
google_play,0.55,2.6667,2.0,0.3333,158.0,0.6667,0.8889,0.8333,0.8571,72.6667,0.0,0.0
google_play,0.6,2.6667,2.0,0.3333,158.0,0.6667,0.8889,0.8333,0.8571,72.6667,0.0,0.0
google_play,0.65,2.6667,2.0,0.3333,158.0,0.6667,0.8889,0.8333,0.8571,72.6667,0.0,0.0
google_play,0.7,2.6667,2.0,0.3333,158.0,0.6667,0.8889,0.8333,0.8571,72.6667,0.0,0.0
google_play,0.75,2.6667,2.0,0.3333,158.0,0.6667,0.8889,0.8333,0.8571,72.6667,0.0,0.0
google_play,0.8,2.6667,1.6667,0.3333,158.0,1.0,0.5556,0.5,0.5238,72.6667,0.0,0.0
google_play,0.85,2.6667,1.3333,0.3333,158.0,1.3333,0.5556,0.3889,0.4571,72.6667,0.0,0.0
google_play,0.9,2.6667,1.3333,0.3333,158.0,1.3333,0.5556,0.3889,0.4571,72.6667,0.0,0.0
google_play,0.95,2.6667,1.0,0.0,158.3333,1.6667,0.6667,0.2778,0.3889,72.6667,0.0,0.0
next,0.05,1.3333,1.3333,78.6667,81.0,0.0,0.0162,1.0,0.0319,72.6667,39.6667,0.5465
next,0.1,1.3333,0.6667,50.6667,109.0,0.6667,0.013,0.5,0.0253,72.6667,24.0,0.3307
next,0.15,1.3333,0.6667,31.6667,128.0,0.6667,0.0215,0.5,0.0411,72.6667,12.0,0.1649
next,0.2,1.3333,0.6667,21.3333,138.3333,0.6667,0.033,0.5,0.0611,72.6667,7.0,0.0963
next,0.25,1.3333,0.6667,16.0,143.6667,0.6667,0.0408,0.5,0.0734,72.6667,4.3333,0.0595
next,0.3,1.3333,0.6667,14.0,145.6667,0.6667,0.0455,0.5,0.0803,72.6667,3.6667,0.0502
next,0.35,1.3333,0.6667,13.3333,146.3333,0.6667,0.047,0.5,0.083,72.6667,3.6667,0.0502
next,0.4,1.3333,0.6667,12.0,147.6667,0.6667,0.0556,0.5,0.0957,72.6667,3.6667,0.0502
next,0.45,1.3333,0.6667,5.0,154.6667,0.6667,0.0833,0.5,0.1407,72.6667,0.6667,0.0091
next,0.5,1.3333,0.6667,4.0,155.6667,0.6667,0.0952,0.5,0.1574,72.6667,0.6667,0.0091
next,0.55,1.3333,0.6667,2.6667,157.0,0.6667,0.1333,0.5,0.2063,72.6667,0.6667,0.0091
next,0.6,1.3333,0.6667,1.3333,158.3333,0.6667,0.4,0.5,0.3333,72.6667,0.6667,0.0091
next,0.65,1.3333,0.6667,0.3333,159.3333,0.6667,0.5,0.5,0.4444,72.6667,0.0,0.0
next,0.7,1.3333,0.6667,0.0,159.6667,0.6667,0.6667,0.5,0.5556,72.6667,0.0,0.0
next,0.75,1.3333,0.6667,0.0,159.6667,0.6667,0.6667,0.5,0.5556,72.6667,0.0,0.0
next,0.8,1.3333,0.6667,0.0,159.6667,0.6667,0.6667,0.5,0.5556,72.6667,0.0,0.0
next,0.85,1.3333,0.0,0.0,159.6667,1.3333,0.0,0.0,0.0,72.6667,0.0,0.0
next,0.9,1.3333,0.0,0.0,159.6667,1.3333,0.0,0.0,0.0,72.6667,0.0,0.0
next,0.95,1.3333,0.0,0.0,159.6667,1.3333,0.0,0.0,0.0,72.6667,0.0,0.0
free,0.05,3.6667,3.6667,57.6667,99.6667,0.0,0.0709,1.0,0.1298,72.6667,22.0,0.3033
free,0.1,3.6667,3.6667,35.6667,121.6667,0.0,0.1114,1.0,0.1963,72.6667,12.3333,0.1701
free,0.15,3.6667,3.6667,24.6667,132.6667,0.0,0.1463,1.0,0.2523,72.6667,9.0,0.1242
free,0.2,3.6667,3.3333,19.3333,138.0,0.3333,0.2757,0.8333,0.3493,72.6667,6.0,0.0831
free,0.25,3.6667,3.3333,17.3333,140.0,0.3333,0.291,0.8333,0.3696,72.6667,5.3333,0.0739
free,0.3,3.6667,3.0,12.3333,145.0,0.6667,0.2976,0.7667,0.377,72.6667,0.6667,0.0091
free,0.35,3.6667,3.0,11.3333,146.0,0.6667,0.3113,0.7667,0.393,72.6667,0.0,0.0
free,0.4,3.6667,3.0,10.6667,146.6667,0.6667,0.3152,0.7667,0.399,72.6667,0.0,0.0
free,0.45,3.6667,3.0,10.3333,147.0,0.6667,0.3175,0.7667,0.4023,72.6667,0.0,0.0
free,0.5,3.6667,3.0,10.3333,147.0,0.6667,0.3175,0.7667,0.4023,72.6667,0.0,0.0
free,0.55,3.6667,3.0,4.3333,153.0,0.6667,0.4841,0.7667,0.5737,72.6667,0.0,0.0
free,0.6,3.6667,3.0,4.0,153.3333,0.6667,0.6508,0.7667,0.6292,72.6667,0.0,0.0
free,0.65,3.6667,3.0,4.0,153.3333,0.6667,0.6508,0.7667,0.6292,72.6667,0.0,0.0
free,0.7,3.6667,3.0,4.0,153.3333,0.6667,0.6508,0.7667,0.6292,72.6667,0.0,0.0
free,0.75,3.6667,3.0,4.0,153.3333,0.6667,0.6508,0.7667,0.6292,72.6667,0.0,0.0
free,0.8,3.6667,3.0,0.0,157.3333,0.6667,1.0,0.7667,0.8519,72.6667,0.0,0.0
free,0.85,3.6667,3.0,0.0,157.3333,0.6667,1.0,0.7667,0.8519,72.6667,0.0,0.0
free,0.9,3.6667,3.0,0.0,157.3333,0.6667,1.0,0.7667,0.8519,72.6667,0.0,0.0
free,0.95,3.6667,2.6667,0.0,157.3333,1.0,1.0,0.6833,0.8042,72.6667,0.0,0.0
got,0.05,22.6667,22.6667,25.6667,112.6667,0.0,0.4872,1.0,0.6459,72.6667,11.6667,0.1609
got,0.1,22.6667,22.6667,8.6667,129.6667,0.0,0.7293,1.0,0.8403,72.6667,5.0,0.0686
got,0.15,22.6667,22.6667,5.0,133.3333,0.0,0.8197,1.0,0.8972,72.6667,1.3333,0.0183
got,0.2,22.6667,22.6667,1.0,137.3333,0.0,0.961,1.0,0.9798,72.6667,0.6667,0.0091
got,0.25,22.6667,22.6667,0.3333,138.0,0.0,0.9877,1.0,0.9937,72.6667,0.0,0.0
got,0.3,22.6667,22.6667,0.0,138.3333,0.0,1.0,1.0,1.0,72.6667,0.0,0.0
got,0.35,22.6667,22.6667,0.0,138.3333,0.0,1.0,1.0,1.0,72.6667,0.0,0.0
got,0.4,22.6667,22.6667,0.0,138.3333,0.0,1.0,1.0,1.0,72.6667,0.0,0.0
got,0.45,22.6667,22.6667,0.0,138.3333,0.0,1.0,1.0,1.0,72.6667,0.0,0.0
got,0.5,22.6667,22.6667,0.0,138.3333,0.0,1.0,1.0,1.0,72.6667,0.0,0.0
got,0.55,22.6667,22.6667,0.0,138.3333,0.0,1.0,1.0,1.0,72.6667,0.0,0.0
got,0.6,22.6667,22.6667,0.0,138.3333,0.0,1.0,1.0,1.0,72.6667,0.0,0.0
got,0.65,22.6667,22.6667,0.0,138.3333,0.0,1.0,1.0,1.0,72.6667,0.0,0.0
got,0.7,22.6667,22.3333,0.0,138.3333,0.3333,1.0,0.9855,0.9926,72.6667,0.0,0.0
got,0.75,22.6667,22.0,0.0,138.3333,0.6667,1.0,0.968,0.9836,72.6667,0.0,0.0
got,0.8,22.6667,22.0,0.0,138.3333,0.6667,1.0,0.968,0.9836,72.6667,0.0,0.0
got,0.85,22.6667,20.6667,0.0,138.3333,2.0,1.0,0.9008,0.9456,72.6667,0.0,0.0
got,0.9,22.6667,19.6667,0.0,138.3333,3.0,1.0,0.8482,0.9096,72.6667,0.0,0.0
got,0.95,22.6667,15.0,0.0,138.3333,7.6667,1.0,0.6151,0.6634,72.6667,0.0,0.0
arrow,0.05,11.0,10.6667,82.6667,67.3333,0.3333,0.114,0.9444,0.2019,72.6667,39.0,0.5368
arrow,0.1,11.0,10.6667,55.0,95.0,0.3333,0.1752,0.9444,0.2877,72.6667,28.3333,0.3904
arrow,0.15,11.0,10.6667,40.6667,109.3333,0.3333,0.2238,0.9444,0.3513,72.6667,21.3333,0.2939
arrow,0.2,11.0,10.3333,31.3333,118.6667,0.6667,0.2645,0.9188,0.4032,72.6667,15.0,0.2069
arrow,0.25,11.0,10.3333,24.6667,125.3333,0.6667,0.2969,0.9188,0.443,72.6667,12.0,0.1654
arrow,0.3,11.0,10.3333,17.0,133.0,0.6667,0.3676,0.9188,0.5206,72.6667,5.6667,0.0778
arrow,0.35,11.0,10.3333,15.0,135.0,0.6667,0.3939,0.9188,0.547,72.6667,5.0,0.0686
arrow,0.4,11.0,10.0,13.3333,136.6667,1.0,0.416,0.895,0.5621,72.6667,4.0,0.0548
arrow,0.45,11.0,10.0,10.0,140.0,1.0,0.493,0.895,0.6303,72.6667,1.3333,0.0183
arrow,0.5,11.0,10.0,8.0,142.0,1.0,0.5697,0.895,0.6879,72.6667,0.0,0.0
arrow,0.55,11.0,10.0,6.3333,143.6667,1.0,0.6114,0.895,0.7194,72.6667,0.0,0.0
arrow,0.6,11.0,10.0,4.3333,145.6667,1.0,0.6778,0.895,0.7652,72.6667,0.0,0.0
arrow,0.65,11.0,8.6667,3.6667,146.3333,2.3333,0.6886,0.7943,0.7269,72.6667,0.0,0.0
arrow,0.7,11.0,8.3333,2.0,148.0,2.6667,0.7917,0.7705,0.7714,72.6667,0.0,0.0
arrow,0.75,11.0,8.3333,2.0,148.0,2.6667,0.7917,0.7705,0.7714,72.6667,0.0,0.0
arrow,0.8,11.0,8.0,1.0,149.0,3.0,0.8556,0.7149,0.7764,72.6667,0.0,0.0
arrow,0.85,11.0,7.6667,0.6667,149.3333,3.3333,0.8889,0.6911,0.7727,72.6667,0.0,0.0
arrow,0.9,11.0,7.3333,0.6667,149.3333,3.6667,0.8889,0.6654,0.754,72.6667,0.0,0.0
arrow,0.95,11.0,5.3333,0.0,150.0,5.6667,1.0,0.4835,0.64,72.6667,0.0,0.0
