family,threshold,support,tp,fp,tn,fn,precision,recall,f1,none_support,none_false_activation,none_false_activation_rate
x_mark,0.05,25.0,25.0,106.3333,70.6667,0.0,0.1913,1.0,0.3209,103.0,59.3333,0.5761
x_mark,0.1,25.0,25.0,71.6667,105.3333,0.0,0.2666,1.0,0.4187,103.0,39.3333,0.3819
x_mark,0.15,25.0,21.6667,51.0,126.0,3.3333,0.306,0.8667,0.4507,103.0,35.0,0.3398
x_mark,0.2,25.0,20.0,40.3333,136.6667,5.0,0.3341,0.8,0.4706,103.0,29.0,0.2816
x_mark,0.25,25.0,19.6667,34.3333,142.6667,5.3333,0.365,0.7867,0.4984,103.0,24.3333,0.2362
x_mark,0.3,25.0,19.6667,20.3333,156.6667,5.3333,0.5106,0.7867,0.6138,103.0,12.3333,0.1197
x_mark,0.35,25.0,19.0,18.0,159.0,6.0,0.535,0.76,0.6222,103.0,11.6667,0.1133
x_mark,0.4,25.0,19.0,8.3333,168.6667,6.0,0.7054,0.76,0.7291,103.0,2.6667,0.0259
x_mark,0.45,25.0,19.0,7.6667,169.3333,6.0,0.7257,0.76,0.7392,103.0,2.6667,0.0259
x_mark,0.5,25.0,19.0,5.0,172.0,6.0,0.8019,0.76,0.778,103.0,1.3333,0.0129
x_mark,0.55,25.0,18.3333,2.0,175.0,6.6667,0.9014,0.7333,0.8083,103.0,0.0,0.0
x_mark,0.6,25.0,17.0,1.6667,175.3333,8.0,0.9116,0.68,0.7774,103.0,0.0,0.0
x_mark,0.65,25.0,17.0,1.6667,175.3333,8.0,0.9116,0.68,0.7774,103.0,0.0,0.0
x_mark,0.7,25.0,17.0,1.3333,175.6667,8.0,0.929,0.68,0.7833,103.0,0.0,0.0
x_mark,0.75,25.0,16.3333,1.3333,175.6667,8.6667,0.9264,0.6533,0.7627,103.0,0.0,0.0
x_mark,0.8,25.0,14.6667,1.0,176.0,10.3333,0.9348,0.5867,0.7172,103.0,0.0,0.0
x_mark,0.85,25.0,13.0,1.0,176.0,12.0,0.9283,0.52,0.6661,103.0,0.0,0.0
x_mark,0.9,25.0,11.0,1.0,176.0,14.0,0.9163,0.44,0.5939,103.0,0.0,0.0
x_mark,0.95,25.0,10.3333,0.0,177.0,14.6667,1.0,0.4133,0.5847,103.0,0.0,0.0
play_triangle,0.05,16.0,16.0,53.0,133.0,0.0,0.2346,1.0,0.3794,103.0,32.0,0.3107
play_triangle,0.1,16.0,16.0,38.3333,147.6667,0.0,0.3032,1.0,0.4631,103.0,24.6667,0.2395
play_triangle,0.15,16.0,16.0,30.0,156.0,0.0,0.3527,1.0,0.5202,103.0,21.6667,0.2104
