instance_id,content_id,original_path,relative_path,vision_domain,asset_type,representation,label,screen_state,candidate_label,sample_role,sub_role,class_name,class_purpose,review_status,has_no_target,note,created_at,updated_at
file_b040dd17ca19329c,asset_1bb199c29d32b6fe,D:\Projects\adb_vl\ads2\assets\1_templates\close_glyphs\google_play_pill_edge.png,ads2\assets\1_templates\close_glyphs\google_play_pill_edge.png,ads,template,edge_glyph,positive,uncertain,uncertain,reference_only,,,,reviewed,0,,2026-07-12T04:45:09.544033+00:00,2026-07-12T05:55:56.668238+00:00
file_670c62c5320205f4,asset_d37ef6afc1bb29cb,D:\Projects\adb_vl\ads2\assets\1_templates\close_glyphs\skip_next_edge.png,ads2\assets\1_templates\close_glyphs\skip_next_edge.png,ads,template,edge_glyph,positive,uncertain,uncertain,reference_only,,,,reviewed,0,,2026-07-12T04:54:22.083485+00:00,2026-07-12T05:55:59.876157+00:00
file_bb614e957ab55bfb,asset_d6d7c33a252f2dc5,D:\Projects\adb_vl\ads2\assets\1_templates\close_glyphs\skip_next_text_edge.png,ads2\assets\1_templates\close_glyphs\skip_next_text_edge.png,ads,template,edge_glyph,positive,uncertain,uncertain,reference_only,,,,reviewed,0,,2026-07-12T04:54:23.682990+00:00,2026-07-12T05:56:00.915307+00:00
file_245ef374f6c4268c,asset_7dbc3094aa7539f0,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_042257_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_042257_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T04:54:34.836348+00:00,2026-07-12T05:56:02.698896+00:00
file_c1b82b89ebab2308,asset_d94a12829e570c5c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_042353_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_042353_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T04:54:45.491987+00:00,2026-07-12T05:56:07.299560+00:00
file_0796700f3e89b234,asset_62c0598db37c8764,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_042429_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_042429_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T04:54:54.186976+00:00,2026-07-12T05:56:08.675230+00:00
file_ed7ecf2d8c86d633,asset_643bd48faa917df4,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_043419_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_043419_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T04:54:55.651069+00:00,2026-07-12T05:56:09.699251+00:00
file_e98356e6d5b0d025,asset_759712a0fa58d9bb,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_044156_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_044156_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T04:55:08.346555+00:00,2026-07-12T05:56:10.962737+00:00
file_ff68673e47bf2194,asset_811965ed2f4bf3fe,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_044653_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_044653_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T04:55:09.619237+00:00,2026-07-12T05:56:12.530789+00:00
file_0c54c714e6e4e54c,asset_ef19a71539533c38,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_044717_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_044717_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T04:55:10.251306+00:00,2026-07-12T05:56:14.011784+00:00
file_38f39cb8171bbccd,asset_f05a7a52f60d291b,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_045316_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_045316_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T04:55:11.171027+00:00,2026-07-12T05:56:14.924976+00:00
file_01fce48c5f827243,asset_ee02f730b82612e5,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_045709_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_045709_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:14.948788+00:00,2026-07-12T05:56:16.451880+00:00
file_53f6b240d7847ed6,asset_ca994ca16a3dcd00,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_052002_roi_15.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_052002_roi_15.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:16.565391+00:00,2026-07-12T05:56:17.589647+00:00
file_a4f0c7925d120a09,asset_2a7b5573529608a3,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_052302_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_052302_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:17.607940+00:00,2026-07-12T05:56:18.440216+00:00
file_8adc86c006864b12,asset_8829832efa233731,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:18.458889+00:00,2026-07-12T05:56:19.483415+00:00
file_541955e3cd16d297,asset_bf08eee05826fbbb,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_082946_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_082946_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:19.504509+00:00,2026-07-12T05:56:20.491000+00:00
file_f897e9b9181629ee,asset_d67b35832487e707,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:20.510510+00:00,2026-07-12T05:56:21.356748+00:00
file_183d636c777c6ea5,asset_0038b293d3fef86c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_084107_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_084107_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:21.376882+00:00,2026-07-12T05:56:22.099081+00:00
file_50c793b7bc956a13,asset_c67d1ef1a4afa50d,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_1.png,ads2\assets\1_templates\close_icons\close_1.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:22.122161+00:00,2026-07-12T05:56:23.443762+00:00
file_13eecab8cd7c9374,asset_5b3fbaac886e6b1c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_10.png,ads2\assets\1_templates\close_icons\close_10.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:44:25.678181+00:00,2026-07-12T05:56:24.243574+00:00
