image_path,families,label_x_mark,label_play_triangle,label_google_play,label_next,label_free,label_got,label_arrow,split,group_key,instance_id,content_id,relative_path,is_confirmed_strong_hard_negative,review_status,source_root,pool_status,pool_role,is_none_of_the_above,evaluation_status
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_000.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_7daad81225d0d493,asset_synth_next_ctx_bf5d0d357275e877,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_001.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_0b843b5346b3fd56,asset_synth_next_ctx_ee25ef1c6a41f33c,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_002.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_1800a5b5e5ddd1ce,asset_synth_next_ctx_936539e24f0898a0,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_003.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_830442526e334d35,asset_synth_next_ctx_43c1fe92a070621e,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_004.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_736a3c0aad2971b8,asset_synth_next_ctx_55b0ba41e17eaf4a,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_005.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_4e1ffe8953375c9e,asset_synth_next_ctx_9dce95061769278a,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_006.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_19fe23971929b636,asset_synth_next_ctx_5f3831890a7befee,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_007.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_455e061dd64531c6,asset_synth_next_ctx_03313caef40e2f53,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_008.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_f8a4dd6dc8b2d2e2,asset_synth_next_ctx_ae14e43f7e9a21c3,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_009.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_63344e6c59ccc28f,asset_synth_next_ctx_46e8637397338954,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_010.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_5c6e1b80500872dd,asset_synth_next_ctx_dd5123450ebd5830,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_011.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_798add31443fc9de,asset_synth_next_ctx_a21097c06884bfa5,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_012.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_5f601dc5cc15a95c,asset_synth_next_ctx_8d501e27af94548c,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_013.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_1b7f6d51b1147ab4,asset_synth_next_ctx_7719e64254a88d5a,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_014.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_26693d3b25405930,asset_synth_next_ctx_5a93aa5021ba2e7d,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_015.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_6757313ecbbddef5,asset_synth_next_ctx_2bdb3c0459d466aa,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_016.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_83fc9422109d4682,asset_synth_next_ctx_87023619cf530608,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_017.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_75e626a60907b3dd,asset_synth_next_ctx_c27fa57d97e8212d,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed44_30x\images\synth_next_ctx_file_1cb77f3034b09b56_018.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_6a8508d86ba37403,asset_synth_next_ctx_80b29b062d7861e3,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
