candidate_id,crop_path,context_crop_path,parent_instance_id,parent_content_id,parent_path,parent_relative_path,bbox_id,bbox,bbox_x,bbox_y,bbox_w,bbox_h,screen_state,bbox_label,bbox_class,source_session,proposal_source,weak_label,review_status
rb_000001,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000001.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000001_context_1_5x.png,file_65c9e5dd20cb3371,asset_d1e9fdf45e469caf,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085034_878\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_085034_878\pre_click.png,576,"[900.4651162790698, 13.395348837209301, 50.604651162790674, 40.18604651162791]",900.465,13.395,50.605,40.186,actionable,positive,action_target,ads2_click_success_20260718_085034_878,close_template,weak_action_target,pending_visual_family_review
rb_000002,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000002.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000002_context_1_5x.png,file_2ee23ae8fe9fb845,asset_0df138cceee42d63,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085103_455\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_085103_455\pre_click.png,405,"[907.9069767441861, 16.372093023255815, 38.697674418604606, 37.20930232558139]",907.907,16.372,38.698,37.209,actionable,positive,action_target,ads2_click_success_20260718_085103_455,close_template,weak_action_target,pending_visual_family_review
rb_000003,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000003.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000003_context_1_5x.png,file_17701a062d36f771,asset_ec83c2c1ebe46b39,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085131_891\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_085131_891\pre_click.png,408,"[907.9069767441861, 16.372093023255815, 38.697674418604606, 37.20930232558139]",907.907,16.372,38.698,37.209,actionable,positive,action_target,ads2_click_success_20260718_085131_891,close_template,weak_action_target,pending_visual_family_review
rb_000004,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000004.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000004_context_1_5x.png,file_7898ceb77f7b53fe,asset_a4f70e645255b736,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085200_606\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_085200_606\pre_click.png,398,"[903.4418604651163, 17.86046511627907, 41.67441860465112, 32.74418604651163]",903.442,17.860,41.674,32.744,actionable,positive,action_target,ads2_click_success_20260718_085200_606,close_template,weak_action_target,pending_visual_family_review
rb_000005,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000005.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000005_context_1_5x.png,file_257fe523aaf5236a,asset_0df138cceee42d63,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085229_340\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_085229_340\pre_click.png,406,"[907.9069767441861, 16.372093023255815, 38.697674418604606, 37.20930232558139]",907.907,16.372,38.698,37.209,actionable,positive,action_target,ads2_click_success_20260718_085229_340,close_template,weak_action_target,pending_visual_family_review
rb_000006,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000006.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000006_context_1_5x.png,file_e3e00140adbfb7e8,asset_a4f70e645255b736,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085258_029\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_085258_029\pre_click.png,399,"[903.4418604651163, 17.86046511627907, 41.67441860465112, 32.74418604651163]",903.442,17.860,41.674,32.744,actionable,positive,action_target,ads2_click_success_20260718_085258_029,close_template,weak_action_target,pending_visual_family_review
rb_000007,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000007.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000007_context_1_5x.png,file_da90c5d798c0ce8d,asset_f5bbb90ad870ee0e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093048_823\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093048_823\pre_click.png,551,"[903.4418604651163, 17.86046511627907, 41.67441860465112, 35.72093023255813]",903.442,17.860,41.674,35.721,actionable,positive,action_target,ads2_click_success_20260718_093048_823,close_template,weak_action_target,pending_visual_family_review
rb_000008,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000008.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000008_context_1_5x.png,file_521f6b69e6174454,asset_e01fefad9cdb2ffd,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093117_690\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093117_690\pre_click.png,477,"[906.4186046511628, 11.906976744186046, 38.697674418604606, 40.18604651162791]",906.419,11.907,38.698,40.186,actionable,positive,action_target,ads2_click_success_20260718_093117_690,close_template,weak_action_target,pending_visual_family_review
rb_000009,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000009.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000009_context_1_5x.png,file_b2dd403da41cbff9,asset_a4f70e645255b736,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093146_786\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093146_786\pre_click.png,400,"[903.4418604651163, 17.86046511627907, 41.67441860465112, 32.74418604651163]",903.442,17.860,41.674,32.744,actionable,positive,action_target,ads2_click_success_20260718_093146_786,close_template,weak_action_target,pending_visual_family_review
rb_000010,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000010.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000010_context_1_5x.png,file_8240b4625453bcd5,asset_e01fefad9cdb2ffd,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093215_710\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093215_710\pre_click.png,479,"[906.4186046511628, 11.906976744186046, 38.697674418604606, 40.18604651162791]",906.419,11.907,38.698,40.186,actionable,positive,action_target,ads2_click_success_20260718_093215_710,close_template,weak_action_target,pending_visual_family_review
rb_000011,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000011.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000011_context_1_5x.png,file_a7b328df0a36c449,asset_0169178cafbbd91c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093244_687\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093244_687\pre_click.png,407,"[907.9069767441861, 16.372093023255815, 38.697674418604606, 37.20930232558139]",907.907,16.372,38.698,37.209,actionable,positive,action_target,ads2_click_success_20260718_093244_687,close_template,weak_action_target,pending_visual_family_review
rb_000012,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000012.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000012_context_1_5x.png,file_c697918680fd5079,asset_e8d240395ba90ae2,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093313_370\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093313_370\pre_click.png,396,"[903.4418604651163, 17.86046511627907, 41.67441860465112, 32.74418604651163]",903.442,17.860,41.674,32.744,actionable,positive,action_target,ads2_click_success_20260718_093313_370,close_template,weak_action_target,pending_visual_family_review
rb_000013,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000013.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000013_context_1_5x.png,file_486db7597242f93e,asset_9f183babb0c335e7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094212_661\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_094212_661\pre_click.png,481,"[906.4186046511628, 11.906976744186046, 38.697674418604606, 40.18604651162791]",906.419,11.907,38.698,40.186,actionable,positive,action_target,ads2_click_success_20260718_094212_661,close_template,weak_action_target,pending_visual_family_review
rb_000014,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000014.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000014_context_1_5x.png,file_768e520fda85378f,asset_2347bcbf66834439,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094240_503\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_094240_503\pre_click.png,397,"[903.4418604651163, 17.86046511627907, 41.67441860465112, 32.74418604651163]",903.442,17.860,41.674,32.744,actionable,positive,action_target,ads2_click_success_20260718_094240_503,close_template,weak_action_target,pending_visual_family_review
rb_000015,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000015.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000015_context_1_5x.png,file_285dc209cbead215,asset_1c5e9734edbfc31e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094308_494\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_094308_494\pre_click.png,410,"[907.9069767441861, 16.372093023255815, 38.697674418604606, 37.20930232558139]",907.907,16.372,38.698,37.209,actionable,positive,action_target,ads2_click_success_20260718_094308_494,close_template,weak_action_target,pending_visual_family_review
rb_000016,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000016.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000016_context_1_5x.png,file_9fec6bc95a16a7b0,asset_091ff4bb92b5b4cb,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094337_171\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_094337_171\pre_click.png,421,"[900.4651162790698, 11.906976744186046, 44.65116279069764, 47.627906976744185]",900.465,11.907,44.651,47.628,actionable,positive,action_target,ads2_click_success_20260718_094337_171,close_template,weak_action_target,pending_visual_family_review
rb_000017,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000017.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000017_context_1_5x.png,file_ace991fd54c0b7a0,asset_a4f70e645255b736,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094405_851\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_094405_851\pre_click.png,401,"[903.4418604651163, 17.86046511627907, 41.67441860465112, 32.74418604651163]",903.442,17.860,41.674,32.744,actionable,positive,action_target,ads2_click_success_20260718_094405_851,close_template,weak_action_target,pending_visual_family_review
rb_000018,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000018.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000018_context_1_5x.png,file_799cf070ce9bd522,asset_c2c655c76bf5fa35,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100052_051\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100052_051\pre_click.png,543,"[22.325581395348838, 19.348837209302324, 87.81395348837209, 43.16279069767442]",22.326,19.349,87.814,43.163,actionable,positive,action_target,ads2_click_success_20260718_100052_051,close_template,weak_action_target,pending_visual_family_review
rb_000019,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000019.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000019_context_1_5x.png,file_d00fbee264bb9183,asset_fc58310606b96368,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100108_596\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100108_596\pre_click.png,579,"[17.86046511627907, 17.86046511627907, 92.27906976744185, 50.60465116279069]",17.860,17.860,92.279,50.605,actionable,positive,action_target,ads2_click_success_20260718_100108_596,close_template,weak_action_target,pending_visual_family_review
rb_000020,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000020.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000020_context_1_5x.png,file_6756a406d9a364fc,asset_0141960b21ce0c77,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100137_466\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100137_466\pre_click.png,554,"[11.906976744186046, 16.372093023255815, 99.72093023255815, 44.651162790697676]",11.907,16.372,99.721,44.651,actionable,positive,action_target,ads2_click_success_20260718_100137_466,close_template,weak_action_target,pending_visual_family_review
rb_000021,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\crops\rb_000021.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260719_detector_update\context_1_5x\rb_000021_context_1_5x.png,file_2ebce35188188b1d,asset_7a3695d5a343e001,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100153_776\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100153_776\pre_click.png,601,"[17.86046511627907, 20.837209302325583, 90.7906976744186, 40.18604651162791]",17.860,20.837,90.791,40.186,actionable,positive,action_target,ads2_click_success_20260718_100153_776,close_template,weak_action_target,pending_visual_family_review
