seed,family,threshold,support,tp,fp,tn,fn,precision,recall,f1,none_support,none_false_activation,none_false_activation_rate
seed42,x_mark,0.05,18,18,144,25,0,0.1111,1.0,0.2,80,65,0.8125
seed42,x_mark,0.1,18,18,72,97,0,0.2,1.0,0.3333,80,38,0.475
seed42,x_mark,0.15,18,18,55,114,0,0.2466,1.0,0.3956,80,25,0.3125
seed42,x_mark,0.2,18,18,45,124,0,0.2857,1.0,0.4444,80,21,0.2625
seed42,x_mark,0.25,18,18,37,132,0,0.3273,1.0,0.4932,80,19,0.2375
seed42,x_mark,0.3,18,18,25,144,0,0.4186,1.0,0.5902,80,11,0.1375
seed42,x_mark,0.35,18,18,23,146,0,0.439,1.0,0.6102,80,11,0.1375
seed42,x_mark,0.4,18,18,20,149,0,0.4737,1.0,0.6429,80,8,0.1
seed42,x_mark,0.45,18,18,14,155,0,0.5625,1.0,0.72,80,5,0.0625
seed42,x_mark,0.5,18,17,9,160,1,0.6538,0.9444,0.7727,80,1,0.0125
seed42,x_mark,0.55,18,17,9,160,1,0.6538,0.9444,0.7727,80,1,0.0125
seed42,x_mark,0.6,18,17,9,160,1,0.6538,0.9444,0.7727,80,1,0.0125
seed42,x_mark,0.65,18,17,8,161,1,0.68,0.9444,0.7907,80,0,0.0
seed42,x_mark,0.7,18,16,7,162,2,0.6957,0.8889,0.7805,80,0,0.0
seed42,x_mark,0.75,18,15,7,162,3,0.6818,0.8333,0.75,80,0,0.0
seed42,x_mark,0.8,18,14,6,163,4,0.7,0.7778,0.7368,80,0,0.0
seed42,x_mark,0.85,18,11,6,163,7,0.6471,0.6111,0.6286,80,0,0.0
seed42,x_mark,0.9,18,7,5,164,11,0.5833,0.3889,0.4667,80,0,0.0
seed42,x_mark,0.95,18,1,0,169,17,1.0,0.0556,0.1053,80,0,0.0
seed42,play_triangle,0.05,30,30,47,110,0,0.3896,1.0,0.5607,80,27,0.3375
seed42,play_triangle,0.1,30,30,24,133,0,0.5556,1.0,0.7143,80,8,0.1
seed42,play_triangle,0.15,30,30,16,141,0,0.6522,1.0,0.7895,80,2,0.025
seed42,play_triangle,0.2,30,30,11,146,0,0.7317,1.0,0.8451,80,2,0.025
seed42,play_triangle,0.25,30,30,5,152,0,0.8571,1.0,0.9231,80,2,0.025
seed42,play_triangle,0.3,30,30,4,153,0,0.8824,1.0,0.9375,80,2,0.025
seed42,play_triangle,0.35,30,30,4,153,0,0.8824,1.0,0.9375,80,2,0.025
seed42,play_triangle,0.4,30,30,2,155,0,0.9375,1.0,0.9677,80,0,0.0
seed42,play_triangle,0.45,30,30,2,155,0,0.9375,1.0,0.9677,80,0,0.0
seed42,play_triangle,0.5,30,30,2,155,0,0.9375,1.0,0.9677,80,0,0.0
seed42,play_triangle,0.55,30,2,2,155,28,0.5,0.0667,0.1176,80,0,0.0
seed42,play_triangle,0.6,30,2,2,155,28,0.5,0.0667,0.1176,80,0,0.0
seed42,play_triangle,0.65,30,2,2,155,28,0.5,0.0667,0.1176,80,0,0.0
seed42,play_triangle,0.7,30,2,2,155,28,0.5,0.0667,0.1176,80,0,0.0
seed42,play_triangle,0.75,30,2,2,155,28,0.5,0.0667,0.1176,80,0,0.0
