seed,family,threshold,support,tp,fp,tn,fn,precision,recall,f1,none_support,none_false_activation,none_false_activation_rate
seed42,x_mark,0.65,18,17,8,161,1,0.68,0.9444,0.7907,80,0,0.0
seed42,play_triangle,0.4,30,30,2,155,0,0.9375,1.0,0.9677,80,0,0.0
seed42,google_play,0.65,1,1,0,186,0,1.0,1.0,1.0,80,0,0.0
seed42,next,0.3,2,1,52,133,1,0.0189,0.5,0.0364,80,4,0.05
seed42,free,0.2,8,6,2,177,2,0.75,0.75,0.75,80,1,0.0125
seed42,got,0.25,35,35,1,151,0,0.9722,1.0,0.9859,80,0,0.0
seed42,arrow,0.85,13,7,1,173,6,0.875,0.5385,0.6667,80,0,0.0
seed43,x_mark,0.65,18,18,6,163,0,0.75,1.0,0.8571,80,0,0.0
seed43,play_triangle,0.25,30,30,2,155,0,0.9375,1.0,0.9677,80,0,0.0
seed43,google_play,0.65,1,1,0,186,0,1.0,1.0,1.0,80,0,0.0
seed43,next,0.1,2,2,81,104,0,0.0241,1.0,0.0471,80,15,0.1875
seed43,free,0.25,8,6,0,179,2,1.0,0.75,0.8571,80,0,0.0
seed43,got,0.35,35,35,0,152,0,1.0,1.0,1.0,80,0,0.0
seed43,arrow,0.75,13,9,2,172,4,0.8182,0.6923,0.75,80,1,0.0125
seed44,x_mark,0.65,18,18,6,163,0,0.75,1.0,0.8571,80,0,0.0
seed44,play_triangle,0.25,30,30,2,155,0,0.9375,1.0,0.9677,80,0,0.0
seed44,google_play,0.6,1,1,0,186,0,1.0,1.0,1.0,80,0,0.0
seed44,next,0.35,2,1,14,171,1,0.0667,0.5,0.1176,80,4,0.05
seed44,free,0.25,8,6,0,179,2,1.0,0.75,0.8571,80,0,0.0
seed44,got,0.25,35,35,1,151,0,0.9722,1.0,0.9859,80,0,0.0
seed44,arrow,0.75,13,8,2,172,5,0.8,0.6154,0.6957,80,1,0.0125
